ENSG00000148384.13	INPP5E
ENSG00000107968.10	MAP3K8
ENSG00000205531.13	NAP1L4
ENSG00000270550.1	IGHV3-30
ENSG00000156171.14	DRAM2
ENSG00000086730.17	LAT2
ENSG00000102524.11	TNFSF13B
ENSG00000132639.13	SNAP25
ENSG00000141756.19	FKBP10
ENSG00000164889.14	SLC4A2
ENSG00000153291.16	SLC25A27
ENSG00000130173.13	ANGPTL8
ENSG00000213139.8	CRYGS
ENSG00000043462.12	LCP2
ENSG00000105976.15	MET
ENSG00000198712.1	MT-CO2
ENSG00000181927.3	OR4P4
ENSG00000180182.11	MED14
ENSG00000182511.12	FES
ENSG00000007350.17	TKTL1
ENSG00000135090.14	TAOK3
ENSG00000101439.9	CST3
ENSG00000102081.15	FMR1
ENSG00000120217.14	CD274
ENSG00000108823.16	SGCA
ENSG00000178172.7	SPINK6
ENSG00000185619.18	PCGF3
ENSG00000181523.13	SGSH
ENSG00000166507.19	NDST2
ENSG00000113163.17	COL4A3BP
ENSG00000100427.16	MLC1
ENSG00000146021.15	KLHL3
ENSG00000100422.14	CERK
ENSG00000105732.13	ZNF574
ENSG00000171989.6	LDHAL6B
ENSG00000137216.19	TMEM63B
ENSG00000188505.5	NCCRP1
ENSG00000211673.2	IGLV3-1
ENSG00000115204.15	MPV17
ENSG00000007202.15	KIAA0100
ENSG00000076924.12	XAB2
ENSG00000116406.19	EDEM3
ENSG00000213465.8	ARL2
ENSG00000131171.13	SH3BGRL
ENSG00000140157.15	NIPA2
ENSG00000129932.10	DOHH
ENSG00000117480.16	FAAH
ENSG00000090615.15	GOLGA3
ENSG00000110680.12	CALCA
ENSG00000103507.14	BCKDK
ENSG00000105205.7	CLC
ENSG00000114742.14	WDR48
ENSG00000147400.10	CETN2
ENSG00000167721.11	TSR1
ENSG00000112159.12	MDN1
ENSG00000143126.8	CELSR2
ENSG00000172936.15	MYD88
ENSG00000183347.15	GBP6
ENSG00000159251.8	ACTC1
ENSG00000091844.8	RGS17
ENSG00000051108.15	HERPUD1
ENSG00000142549.9	IGLON5
ENSG00000271178.1	IGHV3OR16-13
ENSG00000273777.5	CEACAM20
ENSG00000101161.8	PRPF6
ENSG00000126001.16	CEP250
ENSG00000177791.12	MYOZ1
ENSG00000106591.4	MRPL32
ENSG00000016602.9	CLCA4
ENSG00000167642.13	SPINT2
ENSG00000175356.13	SCUBE2
ENSG00000135763.10	URB2
ENSG00000115170.15	ACVR1
ENSG00000081307.12	UBA5
ENSG00000204511.3	MCCD1
ENSG00000111271.15	ACAD10
ENSG00000182533.7	CAV3
ENSG00000174640.15	SLCO2A1
ENSG00000111639.8	MRPL51
ENSG00000168785.8	TSPAN5
ENSG00000116871.15	MAP7D1
ENSG00000074842.8	MYDGF
ENSG00000198003.12	CCDC151
ENSG00000124177.15	CHD6
ENSG00000160145.15	KALRN
ENSG00000165516.11	KLHDC2
ENSG00000091583.11	APOH
ENSG00000172367.16	PDZD3
ENSG00000196387.9	ZNF140
ENSG00000154174.8	TOMM70
ENSG00000240065.8	PSMB9
ENSG00000080371.6	RAB21
ENSG00000155876.6	RRAGA
ENSG00000181852.18	RNF41
ENSG00000160948.14	VPS28
ENSG00000173276.14	ZBTB21
ENSG00000144857.14	BOC
ENSG00000156787.17	TBC1D31
ENSG00000144230.16	GPR17
ENSG00000005059.16	MCUB
ENSG00000100266.19	PACSIN2
ENSG00000102317.18	RBM3
ENSG00000134452.19	FBXO18
ENSG00000187699.10	C2orf88
ENSG00000183454.17	GRIN2A
ENSG00000112697.17	TMEM30A
ENSG00000145945.7	FAM50B
ENSG00000005206.17	SPPL2B
ENSG00000108774.15	RAB5C
ENSG00000019505.8	SYT13
ENSG00000148719.15	DNAJB12
ENSG00000167986.14	DDB1
ENSG00000250067.12	YJEFN3
ENSG00000110171.20	TRIM3
ENSG00000197070.14	ARRDC1
ENSG00000124201.15	ZNFX1
ENSG00000157087.20	ATP2B2
ENSG00000172893.16	DHCR7
ENSG00000170759.11	KIF5B
ENSG00000171798.18	KNDC1
ENSG00000088002.12	SULT2B1
ENSG00000159588.15	CCDC17
ENSG00000106348.18	IMPDH1
ENSG00000077420.16	APBB1IP
ENSG00000198162.12	MAN1A2
ENSG00000095794.19	CREM
ENSG00000117707.16	PROX1
ENSG00000167720.13	SRR
ENSG00000168872.17	DDX19A
ENSG00000196189.13	SEMA4A
ENSG00000228253.1	MT-ATP8
ENSG00000163803.13	PLB1
ENSG00000166483.11	WEE1
ENSG00000100100.13	PIK3IP1
ENSG00000100387.9	RBX1
ENSG00000136280.17	CCM2
ENSG00000198739.11	LRRTM3
ENSG00000183032.12	SLC25A21
ENSG00000181830.9	SLC35C1
ENSG00000115762.16	PLEKHB2
ENSG00000115685.15	PPP1R7
ENSG00000117868.17	ESYT2
ENSG00000187239.17	FNBP1
ENSG00000171132.14	PRKCE
ENSG00000058335.15	RASGRF1
ENSG00000064205.10	WISP2
ENSG00000138621.12	PPCDC
ENSG00000144535.19	DIS3L2
ENSG00000107984.10	DKK1
ENSG00000127564.17	PKMYT1
ENSG00000130558.19	OLFM1
ENSG00000139163.16	ETNK1
ENSG00000163219.12	ARHGAP25
ENSG00000167395.10	ZNF646
ENSG00000211933.2	IGHV6-1
ENSG00000188305.6	PEAK3
ENSG00000164896.20	FASTK
ENSG00000094963.14	FMO2
ENSG00000154319.16	FAM167A
ENSG00000283526.1	PRRT1B
ENSG00000172071.14	EIF2AK3
ENSG00000176273.15	SLC35G1
ENSG00000121104.8	FAM117A
ENSG00000124785.9	NRN1
ENSG00000155816.20	FMN2
ENSG00000125457.14	MIF4GD
ENSG00000147234.10	FRMPD3
ENSG00000156011.17	PSD3
ENSG00000115556.14	PLCD4
ENSG00000161980.6	POLR3K
ENSG00000182095.14	TNRC18
ENSG00000165288.11	BRWD3
ENSG00000100029.18	PES1
ENSG00000172346.15	CSDC2
ENSG00000183527.12	PSMG1
ENSG00000006625.18	GGCT
ENSG00000163157.15	TMOD4
ENSG00000152495.11	CAMK4
ENSG00000153885.14	KCTD15
ENSG00000095002.15	MSH2
ENSG00000169302.16	STK32A
ENSG00000147140.16	NONO
ENSG00000118197.14	DDX59
ENSG00000198223.16	CSF2RA
ENSG00000182853.12	VMO1
ENSG00000137776.17	SLTM
ENSG00000213995.11	NAXD
ENSG00000180448.10	ARHGAP45
ENSG00000167183.3	PRR15L
ENSG00000175463.12	TBC1D10C
ENSG00000197442.10	MAP3K5
ENSG00000066427.24	ATXN3
ENSG00000141738.14	GRB7
ENSG00000009830.11	POMT2
ENSG00000060566.14	CREB3L3
ENSG00000132953.16	XPO4
ENSG00000114423.23	CBLB
ENSG00000111674.9	ENO2
ENSG00000115425.14	PECR
ENSG00000112200.17	ZNF451
ENSG00000136011.15	STAB2
ENSG00000082196.20	C1QTNF3
ENSG00000009307.16	CSDE1
ENSG00000249992.2	TMEM158
ENSG00000149972.11	CNTN5
ENSG00000106733.21	NMRK1
ENSG00000124256.15	ZBP1
ENSG00000122378.14	FAM213A
ENSG00000079263.19	SP140
ENSG00000037965.6	HOXC8
ENSG00000129170.10	CSRP3
ENSG00000128185.10	DGCR6L
ENSG00000084110.11	HAL
ENSG00000108039.18	XPNPEP1
ENSG00000205981.8	DNAJC19
ENSG00000167208.15	SNX20
ENSG00000218891.5	ZNF579
ENSG00000204071.10	TCEAL6
ENSG00000076356.7	PLXNA2
ENSG00000101544.9	ADNP2
ENSG00000005156.12	LIG3
ENSG00000141759.15	TXNL4A
ENSG00000154645.14	CHODL
ENSG00000008710.20	PKD1
ENSG00000109189.13	USP46
ENSG00000173457.11	PPP1R14B
ENSG00000181458.10	TMEM45A
ENSG00000066117.15	SMARCD1
ENSG00000134817.10	APLNR
ENSG00000144290.17	SLC4A10
ENSG00000128596.17	CCDC136
ENSG00000138448.12	ITGAV
ENSG00000089220.5	PEBP1
ENSG00000187837.4	HIST1H1C
ENSG00000177875.5	CCDC184
ENSG00000185818.8	NAT8L
ENSG00000103811.17	CTSH
ENSG00000116096.6	SPR
ENSG00000086015.22	MAST2
ENSG00000196547.15	MAN2A2
ENSG00000183615.6	FAM167B
ENSG00000167965.18	MLST8
ENSG00000143013.13	LMO4
ENSG00000169926.11	KLF13
ENSG00000108518.8	PFN1
ENSG00000118271.11	TTR
ENSG00000176410.8	DNAJC30
ENSG00000266173.7	STRADA
ENSG00000171502.15	COL24A1
ENSG00000136141.15	LRCH1
ENSG00000136925.15	TSTD2
ENSG00000138755.6	CXCL9
ENSG00000248487.9	ABHD14A
ENSG00000198502.6	HLA-DRB5
ENSG00000112081.17	SRSF3
ENSG00000054148.18	PHPT1
ENSG00000154277.13	UCHL1
ENSG00000205758.12	CRYZL1
ENSG00000115977.19	AAK1
ENSG00000139344.8	AMDHD1
ENSG00000088538.13	DOCK3
ENSG00000082014.16	SMARCD3
ENSG00000112320.12	SOBP
ENSG00000002919.14	SNX11
ENSG00000167600.14	CYP2S1
ENSG00000107902.14	LHPP
ENSG00000213024.12	NUP62
ENSG00000166923.12	GREM1
ENSG00000125818.18	PSMF1
ENSG00000184916.9	JAG2
ENSG00000123179.14	EBPL
ENSG00000119705.10	SLIRP
ENSG00000126562.17	WNK4
ENSG00000130347.13	RTN4IP1
ENSG00000168653.11	NDUFS5
ENSG00000139517.9	LNX2
ENSG00000203778.8	FAM229B
ENSG00000149930.18	TAOK2
ENSG00000028137.19	TNFRSF1B
ENSG00000123130.17	ACOT9
ENSG00000163898.10	LIPH
ENSG00000159228.13	CBR1
ENSG00000157764.13	BRAF
ENSG00000198948.12	MFAP3L
ENSG00000168961.17	LGALS9
ENSG00000243566.6	UPK3B
ENSG00000166503.9	HDGFL3
ENSG00000046653.15	GPM6B
ENSG00000143119.14	CD53
ENSG00000080839.12	RBL1
ENSG00000113552.16	GNPDA1
ENSG00000107159.13	CA9
ENSG00000129595.13	EPB41L4A
ENSG00000063601.17	MTMR1
ENSG00000137145.20	DENND4C
ENSG00000197114.11	ZGPAT
ENSG00000204420.10	MPIG6B
ENSG00000118046.16	STK11
ENSG00000114127.10	XRN1
ENSG00000110675.13	ELMOD1
ENSG00000163110.15	PDLIM5
ENSG00000139579.13	NABP2
ENSG00000141503.17	MINK1
ENSG00000119782.14	FKBP1B
ENSG00000198315.11	ZKSCAN8
ENSG00000124074.12	ENKD1
ENSG00000083838.16	ZNF446
ENSG00000184517.12	ZFP1
ENSG00000131015.5	ULBP2
ENSG00000173914.12	RBM4B
ENSG00000072133.11	RPS6KA6
ENSG00000177034.17	MTX3
ENSG00000276600.5	RAB7B
ENSG00000184220.12	CMSS1
ENSG00000167693.17	NXN
ENSG00000078814.17	MYH7B
ENSG00000099901.17	RANBP1
ENSG00000137804.14	NUSAP1
ENSG00000142227.11	EMP3
ENSG00000104835.15	SARS2
ENSG00000105948.13	TTC26
ENSG00000156469.9	MTERF3
ENSG00000184363.10	PKP3
ENSG00000074370.18	ATP2A3
ENSG00000128951.14	DUT
ENSG00000069966.18	GNB5
ENSG00000171509.16	RXFP1
ENSG00000140505.7	CYP1A2
ENSG00000035687.10	ADSS
ENSG00000135931.17	ARMC9
ENSG00000227057.10	WDR46
ENSG00000187323.12	DCC
ENSG00000198898.14	CAPZA2
ENSG00000132874.15	SLC14A2
ENSG00000172167.8	MTBP
ENSG00000101000.6	PROCR
ENSG00000089818.18	NECAP1
ENSG00000011198.10	ABHD5
ENSG00000166159.11	LRTM2
ENSG00000155115.7	GTF3C6
ENSG00000187522.16	HSPA14
ENSG00000113100.10	CDH9
ENSG00000180011.7	ZADH2
ENSG00000168374.11	ARF4
ENSG00000125945.15	ZNF436
ENSG00000136273.13	HUS1
ENSG00000168393.13	DTYMK
ENSG00000136866.13	ZFP37
ENSG00000230778.1	ANKRD63
ENSG00000105287.12	PRKD2
ENSG00000156515.23	HK1
ENSG00000166405.15	RIC3
ENSG00000175793.12	SFN
ENSG00000113119.12	TMCO6
ENSG00000116711.10	PLA2G4A
ENSG00000178149.17	DALRD3
ENSG00000198563.14	DDX39B
ENSG00000166091.21	CMTM5
ENSG00000153044.10	CENPH
ENSG00000106511.6	MEOX2
ENSG00000076513.17	ANKRD13A
ENSG00000115306.16	SPTBN1
ENSG00000104888.10	SLC17A7
ENSG00000064102.15	INTS13
ENSG00000211855.1	TRAJ34
ENSG00000124232.11	RBPJL
ENSG00000128891.15	CCDC32
ENSG00000165264.11	NDUFB6
ENSG00000239713.9	APOBEC3G
ENSG00000188803.15	SHISA6
ENSG00000221823.11	PPP3R1
ENSG00000257743.8	MGAM2
ENSG00000135924.15	DNAJB2
ENSG00000089127.13	OAS1
ENSG00000064601.19	CTSA
ENSG00000198719.9	DLL1
ENSG00000025796.14	SEC63
ENSG00000104812.15	GYS1
ENSG00000115263.15	GCG
ENSG00000050165.18	DKK3
ENSG00000100055.21	CYTH4
ENSG00000146729.10	NIPSNAP2
ENSG00000106541.12	AGR2
ENSG00000270170.2	NCBP2-AS2
ENSG00000003989.18	SLC7A2
ENSG00000205765.9	C5orf51
ENSG00000169306.10	IL1RAPL1
ENSG00000169515.8	CCDC8
ENSG00000047644.19	WWC3
ENSG00000168301.13	KCTD6
ENSG00000182606.16	TRAK1
ENSG00000169344.15	UMOD
ENSG00000189431.8	RASSF10
ENSG00000197905.9	TEAD4
ENSG00000174032.17	SLC25A30
ENSG00000243989.9	ACY1
ENSG00000111679.17	PTPN6
ENSG00000171723.15	GPHN
ENSG00000131351.15	HAUS8
ENSG00000187764.11	SEMA4D
ENSG00000111087.10	GLI1
ENSG00000139168.8	ZCRB1
ENSG00000126777.18	KTN1
ENSG00000167613.16	LAIR1
ENSG00000185437.13	SH3BGR
ENSG00000255154.7	HTD2
ENSG00000148943.12	LIN7C
ENSG00000146151.13	HMGCLL1
ENSG00000156687.11	UNC5D
ENSG00000187054.15	TMPRSS11A
ENSG00000167191.12	GPRC5B
ENSG00000101849.17	TBL1X
ENSG00000164070.12	HSPA4L
ENSG00000197622.13	CDC42SE1
ENSG00000166979.13	EVA1C
ENSG00000189320.9	FAM180A
ENSG00000125871.14	MGME1
ENSG00000196376.11	SLC35F1
ENSG00000153574.9	RPIA
ENSG00000090539.15	CHRD
ENSG00000161533.12	ACOX1
ENSG00000083307.12	GRHL2
ENSG00000125991.19	ERGIC3
ENSG00000148482.12	SLC39A12
ENSG00000158966.16	CACHD1
ENSG00000090339.9	ICAM1
ENSG00000100982.12	PCIF1
ENSG00000176454.14	LPCAT4
ENSG00000142534.7	RPS11
ENSG00000121940.15	CLCC1
ENSG00000185739.13	SRL
ENSG00000124102.5	PI3
ENSG00000150594.7	ADRA2A
ENSG00000072786.13	STK10
ENSG00000065609.14	SNAP91
ENSG00000169733.12	RFNG
ENSG00000130638.17	ATXN10
ENSG00000102393.12	GLA
ENSG00000141524.15	TMC6
ENSG00000005249.13	PRKAR2B
ENSG00000185085.2	INTS5
ENSG00000125741.5	OPA3
ENSG00000132912.12	DCTN4
ENSG00000169228.14	RAB24
ENSG00000132698.15	RAB25
ENSG00000164919.11	COX6C
ENSG00000196865.4	NHLRC2
ENSG00000176406.23	RIMS2
ENSG00000211642.3	IGLV10-54
ENSG00000130338.13	TULP4
ENSG00000154118.13	JPH3
ENSG00000213928.9	IRF9
ENSG00000134371.14	CDC73
ENSG00000149573.9	MPZL2
ENSG00000110713.17	NUP98
ENSG00000123200.16	ZC3H13
ENSG00000140386.13	SCAPER
ENSG00000111199.11	TRPV4
ENSG00000111752.11	PHC1
ENSG00000166140.17	ZFYVE19
ENSG00000160505.16	NLRP4
ENSG00000130829.18	DUSP9
ENSG00000168275.16	COA6
ENSG00000120280.6	CXorf21
ENSG00000163950.13	SLBP
ENSG00000158985.13	CDC42SE2
ENSG00000138336.9	TET1
ENSG00000168228.15	ZCCHC4
ENSG00000122194.18	PLG
ENSG00000100105.18	PATZ1
ENSG00000136114.17	THSD1
ENSG00000070193.5	FGF10
ENSG00000086548.9	CEACAM6
ENSG00000100122.7	CRYBB1
ENSG00000074416.14	MGLL
ENSG00000127588.5	GNG13
ENSG00000196290.15	NIF3L1
ENSG00000103653.16	CSK
ENSG00000134138.20	MEIS2
ENSG00000163297.17	ANTXR2
ENSG00000157214.14	STEAP2
ENSG00000023228.14	NDUFS1
ENSG00000170037.14	CNTROB
ENSG00000188419.14	CHM
ENSG00000121310.17	ECHDC2
ENSG00000153786.13	ZDHHC7
ENSG00000100253.13	MIOX
ENSG00000151474.23	FRMD4A
ENSG00000104723.21	TUSC3
ENSG00000138175.9	ARL3
ENSG00000175283.8	DOLK
ENSG00000107954.10	NEURL1
ENSG00000169189.17	NSMCE1
ENSG00000169594.13	BNC1
ENSG00000154655.15	L3MBTL4
ENSG00000166747.12	AP1G1
ENSG00000168116.14	KIAA1586
ENSG00000119596.18	YLPM1
ENSG00000120129.6	DUSP1
ENSG00000123415.15	SMUG1
ENSG00000141002.20	TCF25
ENSG00000175395.16	ZNF25
ENSG00000178935.5	ZNF552
ENSG00000185728.17	YTHDF3
ENSG00000186432.9	KPNA4
ENSG00000115325.13	DOK1
ENSG00000165416.14	SUGT1
ENSG00000125775.15	SDCBP2
ENSG00000140092.14	FBLN5
ENSG00000115652.14	UXS1
ENSG00000153560.12	UBP1
ENSG00000228716.7	DHFR
ENSG00000182901.16	RGS7
ENSG00000140526.18	ABHD2
ENSG00000067082.15	KLF6
ENSG00000111011.18	RSRC2
ENSG00000163807.6	KIAA1143
ENSG00000124343.13	XG
ENSG00000131323.16	TRAF3
ENSG00000150977.10	RILPL2
ENSG00000163017.14	ACTG2
ENSG00000240184.7	PCDHGC3
ENSG00000125730.17	C3
ENSG00000158435.8	CNOT11
ENSG00000152763.17	WDR78
ENSG00000204634.12	TBC1D8
ENSG00000156976.17	EIF4A2
ENSG00000214113.10	LYRM4
ENSG00000151650.8	VENTX
ENSG00000118849.10	RARRES1
ENSG00000112186.12	CAP2
ENSG00000018699.13	TTC27
ENSG00000185000.12	DGAT1
ENSG00000197859.11	ADAMTSL2
ENSG00000099995.19	SF3A1
ENSG00000152518.8	ZFP36L2
ENSG00000151376.16	ME3
ENSG00000115866.11	DARS
ENSG00000137038.8	DMAC1
ENSG00000141867.17	BRD4
ENSG00000114529.12	C3orf52
ENSG00000106823.12	ECM2
ENSG00000197971.16	MBP
ENSG00000173889.16	PHC3
ENSG00000114554.11	PLXNA1
ENSG00000116288.13	PARK7
ENSG00000198492.16	YTHDF2
ENSG00000205795.4	CYS1
ENSG00000115129.14	TP53I3
ENSG00000162426.14	SLC45A1
ENSG00000185909.15	KLHDC8B
ENSG00000059145.19	UNKL
ENSG00000173905.9	GOLIM4
ENSG00000275183.2	LENG9
ENSG00000151893.15	CACUL1
ENSG00000101182.15	PSMA7
ENSG00000152056.17	AP1S3
ENSG00000183291.17	SELENOF
ENSG00000198863.7	RUNDC1
ENSG00000146122.17	DAAM2
ENSG00000126785.13	RHOJ
ENSG00000008441.16	NFIX
ENSG00000093072.18	ADA2
ENSG00000116198.13	CEP104
ENSG00000204616.11	TRIM31
ENSG00000077235.18	GTF3C1
ENSG00000072952.18	MRVI1
ENSG00000103423.14	DNAJA3
ENSG00000111490.15	TBC1D30
ENSG00000118058.23	KMT2A
ENSG00000141434.12	MEP1B
ENSG00000211670.2	IGLV3-9
ENSG00000196218.13	RYR1
ENSG00000211598.2	IGKV4-1
ENSG00000170348.9	TMED10
ENSG00000151834.15	GABRA2
ENSG00000020922.13	MRE11
ENSG00000126583.11	PRKCG
ENSG00000211594.2	IGKJ4
ENSG00000135480.16	KRT7
ENSG00000152952.12	PLOD2
ENSG00000159403.18	C1R
ENSG00000184012.12	TMPRSS2
ENSG00000128482.16	RNF112
ENSG00000089250.19	NOS1
ENSG00000182196.13	ARL6IP4
ENSG00000188738.15	FSIP2
ENSG00000164066.13	INTU
ENSG00000149929.16	HIRIP3
ENSG00000101323.5	HAO1
ENSG00000205517.12	RGL3
ENSG00000118260.15	CREB1
ENSG00000057294.15	PKP2
ENSG00000187678.9	SPRY4
ENSG00000010803.16	SCMH1
ENSG00000104164.12	BLOC1S6
ENSG00000160404.18	TOR2A
ENSG00000164932.13	CTHRC1
ENSG00000105072.9	C19orf44
ENSG00000162643.13	WDR63
ENSG00000141519.15	CCDC40
ENSG00000111850.11	SMIM8
ENSG00000197746.14	PSAP
ENSG00000198681.7	MAGEA1
ENSG00000136231.14	IGF2BP3
ENSG00000163312.11	HELQ
ENSG00000169084.15	DHRSX
ENSG00000114251.14	WNT5A
ENSG00000167941.3	SOST
ENSG00000171777.16	RASGRP4
ENSG00000204264.12	PSMB8
ENSG00000143553.11	SNAPIN
ENSG00000172992.12	DCAKD
ENSG00000250799.10	PRODH2
ENSG00000198099.8	ADH4
ENSG00000141219.15	C17orf80
ENSG00000072182.12	ASIC4
ENSG00000072858.10	SIDT1
ENSG00000176597.12	B3GNT5
ENSG00000104522.16	TSTA3
ENSG00000119397.16	CNTRL
ENSG00000130749.10	ZC3H4
ENSG00000170426.2	SDR9C7
ENSG00000030582.18	GRN
ENSG00000162849.16	KIF26B
ENSG00000133318.14	RTN3
ENSG00000102230.14	PCYT1B
ENSG00000065054.14	SLC9A3R2
ENSG00000183386.10	FHL3
ENSG00000168658.19	VWA3B
ENSG00000185361.9	TNFAIP8L1
ENSG00000105185.12	PDCD5
ENSG00000101199.13	ARFGAP1
ENSG00000119685.20	TTLL5
ENSG00000066135.13	KDM4A
ENSG00000131778.19	CHD1L
ENSG00000162627.17	SNX7
ENSG00000017260.19	ATP2C1
ENSG00000073282.13	TP63
ENSG00000134108.13	ARL8B
ENSG00000139116.18	KIF21A
ENSG00000181350.12	LRRC75A
ENSG00000008300.17	CELSR3
ENSG00000134343.14	ANO3
ENSG00000204371.11	EHMT2
ENSG00000040341.18	STAU2
ENSG00000263465.4	SRSF8
ENSG00000135549.15	PKIB
ENSG00000109118.14	PHF12
ENSG00000118137.9	APOA1
ENSG00000143321.19	HDGF
ENSG00000168079.17	SCARA5
ENSG00000248905.10	FMN1
ENSG00000188783.6	PRELP
ENSG00000263001.6	GTF2I
ENSG00000132437.18	DDC
ENSG00000126226.22	PCID2
ENSG00000111319.13	SCNN1A
ENSG00000076067.13	RBMS2
ENSG00000185761.11	ADAMTSL5
ENSG00000120137.7	PANK3
ENSG00000196284.17	SUPT3H
ENSG00000163781.14	TOPBP1
ENSG00000153179.13	RASSF3
ENSG00000154764.6	WNT7A
ENSG00000101445.10	PPP1R16B
ENSG00000121057.13	AKAP1
ENSG00000127561.15	SYNGR3
ENSG00000175591.11	P2RY2
ENSG00000108344.15	PSMD3
ENSG00000111684.11	LPCAT3
ENSG00000162434.13	JAK1
ENSG00000136205.17	TNS3
ENSG00000172183.15	ISG20
ENSG00000203943.8	SAMD13
ENSG00000025770.19	NCAPH2
ENSG00000118369.13	USP35
ENSG00000165061.15	ZMAT4
ENSG00000180269.8	GPR139
ENSG00000102383.14	ZDHHC15
ENSG00000186446.12	ZNF501
ENSG00000161013.17	MGAT4B
ENSG00000105605.7	CACNG7
ENSG00000125503.13	PPP1R12C
ENSG00000160752.14	FDPS
ENSG00000148606.13	POLR3A
ENSG00000161395.14	PGAP3
ENSG00000178462.12	TUBAL3
ENSG00000131263.13	RLIM
ENSG00000137561.5	TTPA
ENSG00000008277.14	ADAM22
ENSG00000087258.15	GNAO1
ENSG00000128322.7	IGLL1
ENSG00000111110.12	PPM1H
ENSG00000196569.12	LAMA2
ENSG00000107679.14	PLEKHA1
ENSG00000163220.11	S100A9
ENSG00000196132.14	MYT1
ENSG00000100462.16	PRMT5
ENSG00000254505.11	CHMP4A
ENSG00000105865.11	DUS4L
ENSG00000108468.15	CBX1
ENSG00000160991.16	ORAI2
ENSG00000125170.11	DOK4
ENSG00000184979.10	USP18
ENSG00000158710.15	TAGLN2
ENSG00000178691.11	SUZ12
ENSG00000228672.4	PROB1
ENSG00000186265.10	BTLA
ENSG00000069329.18	VPS35
ENSG00000136527.18	TRA2B
ENSG00000035664.11	DAPK2
ENSG00000131355.15	ADGRE3
ENSG00000003756.17	RBM5
ENSG00000103168.16	TAF1C
ENSG00000125505.17	MBOAT7
ENSG00000204525.16	HLA-C
ENSG00000120889.13	TNFRSF10B
ENSG00000163209.15	SPRR3
ENSG00000130734.10	ATG4D
ENSG00000114315.4	HES1
ENSG00000114416.18	FXR1
ENSG00000151413.17	NUBPL
ENSG00000175105.7	ZNF654
ENSG00000241935.9	HOGA1
ENSG00000267909.3	CCDC177
ENSG00000213782.7	DDX47
ENSG00000139372.15	TDG
ENSG00000146094.14	DOK3
ENSG00000181904.9	C5orf24
ENSG00000169223.15	LMAN2
ENSG00000128917.8	DLL4
ENSG00000184937.15	WT1
ENSG00000110696.10	C11orf58
ENSG00000147852.16	VLDLR
ENSG00000188647.13	PTAR1
ENSG00000136045.12	PWP1
ENSG00000198753.12	PLXNB3
ENSG00000124596.17	OARD1
ENSG00000144647.6	POMGNT2
ENSG00000160062.15	ZBTB8A
ENSG00000143653.10	SCCPDH
ENSG00000198642.7	KLHL9
ENSG00000010438.16	PRSS3
ENSG00000189184.11	PCDH18
ENSG00000145375.8	SPATA5
ENSG00000196730.13	DAPK1
ENSG00000121211.8	MND1
ENSG00000187735.14	TCEA1
ENSG00000144566.11	RAB5A
ENSG00000178761.15	FAM219B
ENSG00000120053.12	GOT1
ENSG00000213619.10	NDUFS3
ENSG00000080815.19	PSEN1
ENSG00000058453.17	CROCC
ENSG00000102882.12	MAPK3
ENSG00000156931.15	VPS8
ENSG00000124608.5	AARS2
ENSG00000112992.18	NNT
ENSG00000005075.15	POLR2J
ENSG00000111058.8	ACSS3
ENSG00000100216.6	TOMM22
ENSG00000169906.5	S100G
ENSG00000151233.11	GXYLT1
ENSG00000167476.10	JSRP1
ENSG00000177426.21	TGIF1
ENSG00000117016.10	RIMS3
ENSG00000167434.10	CA4
ENSG00000197714.9	ZNF460
ENSG00000109775.11	UFSP2
ENSG00000135148.12	TRAFD1
ENSG00000113649.11	TCERG1
ENSG00000100225.18	FBXO7
ENSG00000151657.12	KIN
ENSG00000160888.7	IER2
ENSG00000025800.14	KPNA6
ENSG00000162551.14	ALPL
ENSG00000073584.20	SMARCE1
ENSG00000077063.11	CTTNBP2
ENSG00000034533.11	ASTE1
ENSG00000110851.12	PRDM4
ENSG00000008394.13	MGST1
ENSG00000110076.19	NRXN2
ENSG00000178234.13	GALNT11
ENSG00000133710.16	SPINK5
ENSG00000047579.20	DTNBP1
ENSG00000100207.18	TCF20
ENSG00000084652.16	TXLNA
ENSG00000105383.15	CD33
ENSG00000130844.18	ZNF331
ENSG00000115165.10	CYTIP
ENSG00000163481.8	RNF25
ENSG00000169118.18	CSNK1G1
ENSG00000185163.10	DDX51
ENSG00000128016.7	ZFP36
ENSG00000143162.9	CREG1
ENSG00000213965.3	NUDT19
ENSG00000169490.17	TM2D2
ENSG00000169385.3	RNASE2
ENSG00000076053.10	RBM7
ENSG00000163510.14	CWC22
ENSG00000006047.13	YBX2
ENSG00000057608.17	GDI2
ENSG00000154734.15	ADAMTS1
ENSG00000196353.11	CPNE4
ENSG00000087253.13	LPCAT2
ENSG00000213190.4	MLLT11
ENSG00000108953.17	YWHAE
ENSG00000178917.16	ZNF852
ENSG00000156504.16	FAM122B
ENSG00000051596.10	THOC3
ENSG00000160256.13	FAM207A
ENSG00000163751.4	CPA3
ENSG00000187720.14	THSD4
ENSG00000147081.15	AKAP4
ENSG00000114573.10	ATP6V1A
ENSG00000214212.9	C19orf38
ENSG00000129038.16	LOXL1
ENSG00000152409.9	JMY
ENSG00000161960.15	EIF4A1
ENSG00000151322.19	NPAS3
ENSG00000143753.13	DEGS1
ENSG00000135253.14	KCP
ENSG00000174453.10	VWC2L
ENSG00000117859.19	OSBPL9
ENSG00000172766.19	NAA16
