ENSG00000105939	ZC3HAV1
ENSG00000032219	ARID4A
ENSG00000159267	HLCS
ENSG00000005339	CREBBP
ENSG00000135525	MAP7
ENSG00000184661	CDCA2
ENSG00000111669	TPI1
ENSG00000155393	HEATR3
ENSG00000182481	KPNA2
ENSG00000073910	FRY
ENSG00000124942	AHNAK
ENSG00000179912	R3HDM2
ENSG00000198055	GRK6
ENSG00000170421	KRT8
ENSG00000135723	FHOD1
ENSG00000122547	EEPD1
ENSG00000104093	DMXL2
ENSG00000088305	DNMT3B
ENSG00000137076	TLN1
ENSG00000137221	TJAP1
ENSG00000163166	IWS1
ENSG00000169851	PCDH7
ENSG00000135040	NAA35
ENSG00000025293	PHF20
ENSG00000145741	BTF3
ENSG00000122786	CALD1
ENSG00000116017	ARID3A
ENSG00000198586	TLK1
ENSG00000075292	ZNF638
ENSG00000048052	HDAC9
ENSG00000129534	MIS18BP1
ENSG00000099204	ABLIM1
ENSG00000166963	MAP1A
ENSG00000106682	EIF4H
ENSG00000168724	DNAJC21
ENSG00000167615	LENG8
ENSG00000116580	GON4L
ENSG00000139613	SMARCC2
ENSG00000197892	KIF13B
ENSG00000170322	NFRKB
ENSG00000100207	TCF20
ENSG00000136098	NEK3
ENSG00000164402	SEPT8
ENSG00000152583	SPARCL1
ENSG00000188827	SLX4
ENSG00000078674	PCM1
ENSG00000104859	CLASRP
ENSG00000143476	DTL
ENSG00000153487	ING1
ENSG00000104218	CSPP1
ENSG00000164309	CMYA5
ENSG00000138794	CASP6
ENSG00000111707	SUDS3
ENSG00000171345	KRT19
ENSG00000203883	SOX18
ENSG00000104687	GSR
ENSG00000090924	PLEKHG2
ENSG00000126464	PRR12
ENSG00000163931	TKT
ENSG00000100325	ASCC2
ENSG00000278311	GGNBP2
ENSG00000113441	LNPEP
ENSG00000067798	NAV3
ENSG00000112851	ERBIN
ENSG00000152291	TGOLN2
ENSG00000128298	BAIAP2L2
ENSG00000149575	SCN2B
ENSG00000157500	APPL1
ENSG00000106211	HSPB1
ENSG00000165209	STRBP
ENSG00000101096	NFATC2
ENSG00000023516	AKAP11
ENSG00000149182	ARFGAP2
ENSG00000136854	STXBP1
ENSG00000177106	EPS8L2
ENSG00000091039	OSBPL8
ENSG00000078687	TNRC6C
ENSG00000084774	CAD
ENSG00000175137	SH3BP5L
ENSG00000161547	SRSF2
ENSG00000140836	ZFHX3
ENSG00000108468	CBX1
ENSG00000151914	DST
ENSG00000118785	SPP1
ENSG00000113758	DBN1
ENSG00000113282	CLINT1
ENSG00000119760	SUPT7L
ENSG00000060069	CTDP1
ENSG00000138398	PPIG
ENSG00000136478	TEX2
ENSG00000171560	FGA
ENSG00000197321	SVIL
ENSG00000148572	NRBF2
ENSG00000165959	CLMN
ENSG00000149639	SOGA1
ENSG00000152818	UTRN
ENSG00000100796	PPP4R3A
ENSG00000097007	ABL1
ENSG00000163125	RPRD2
ENSG00000124942	AHNAK
ENSG00000130779	CLIP1
ENSG00000127580	WDR24
ENSG00000054523	KIF1B
ENSG00000149311	ATM
ENSG00000172733	PURG
ENSG00000105618	PRPF31
ENSG00000115760	BIRC6
ENSG00000160691	SHC1
ENSG00000038382	TRIO
ENSG00000127022	CANX
ENSG00000124942	AHNAK
ENSG00000152359	POC5
ENSG00000137776	SLTM
ENSG00000151150	ANK3
ENSG00000115648	MLPH
ENSG00000162104	ADCY9
ENSG00000108592	FTSJ3
ENSG00000100982	PCIF1
ENSG00000163166	IWS1
ENSG00000159140	SON
ENSG00000110237	ARHGEF17
ENSG00000165655	ZNF503
ENSG00000164674	SYTL3
ENSG00000100284	TOM1
ENSG00000158805	ZNF276
ENSG00000139218	SCAF11
ENSG00000135905	DOCK10
ENSG00000102362	SYTL4
ENSG00000054118	THRAP3
ENSG00000083799	CYLD
ENSG00000163125	RPRD2
ENSG00000099381	SETD1A
ENSG00000146950	SHROOM2
ENSG00000179604	CDC42EP4
ENSG00000141503	MINK1
ENSG00000120694	HSPH1
ENSG00000185989	RASA3
ENSG00000140259	MFAP1
ENSG00000164916	FOXK1
ENSG00000132466	ANKRD17
ENSG00000134453	RBM17
ENSG00000135835	KIAA1614
ENSG00000141519	CCDC40
ENSG00000172939	OXSR1
ENSG00000167978	SRRM2
ENSG00000198730	CTR9
ENSG00000131378	RFTN1
ENSG00000130528	HRC
ENSG00000178188	SH2B1
ENSG00000263528	IKBKE
ENSG00000141577	CEP131
ENSG00000104067	TJP1
ENSG00000148396	SEC16A
ENSG00000058272	PPP1R12A
ENSG00000121057	AKAP1
ENSG00000167323	STIM1
ENSG00000159259	CHAF1B
ENSG00000118640	VAMP8
ENSG00000156504	FAM122B
ENSG00000173726	TOMM20
ENSG00000167674	HDGFL2
ENSG00000151617	EDNRA
ENSG00000196914	ARHGEF12
ENSG00000178209	PLEC
ENSG00000153048	CARHSP1
ENSG00000167978	SRRM2
ENSG00000069275	NUCKS1
ENSG00000148773	MKI67
ENSG00000119714	GPR68
ENSG00000198853	RUSC2
ENSG00000155974	GRIP1
ENSG00000113504	SLC12A7
ENSG00000071054	MAP4K4
ENSG00000144554	FANCD2
ENSG00000181827	RFX7
ENSG00000163071	SPATA18
ENSG00000122068	FYTTD1
ENSG00000164548	TRA2A
ENSG00000129071	MBD4
ENSG00000152193	RNF219
ENSG00000115306	SPTBN1
ENSG00000148688	RPP30
ENSG00000198000	NOL8
ENSG00000161526	SAP30BP
ENSG00000160299	PCNT
ENSG00000106772	PRUNE2
ENSG00000101882	NKAP
ENSG00000124942	AHNAK
ENSG00000159140	SON
ENSG00000157152	SYN2
ENSG00000100083	GGA1
ENSG00000047056	WDR37
ENSG00000137962	ARHGAP29
ENSG00000119638	NEK9
ENSG00000172795	DCP2
ENSG00000097096	SYDE2
ENSG00000137776	SLTM
ENSG00000110243	APOA5
ENSG00000163681	SLMAP
ENSG00000133114	GPALPP1
ENSG00000134318	ROCK2
ENSG00000266964	FXYD1
ENSG00000105063	PPP6R1
ENSG00000129245	FXR2
ENSG00000137601	NEK1
ENSG00000136450	SRSF1
ENSG00000106462	EZH2
ENSG00000103657	HERC1
ENSG00000134369	NAV1
ENSG00000175866	BAIAP2
ENSG00000158545	ZC3H18
ENSG00000196924	FLNA
ENSG00000171608	PIK3CD
ENSG00000171729	TMEM51
ENSG00000028277	POU2F2
ENSG00000171681	ATF7IP
ENSG00000186716	BCR
ENSG00000116871	MAP7D1
ENSG00000072195	SPEG
ENSG00000101361	NOP56
ENSG00000101224	CDC25B
ENSG00000167978	SRRM2
ENSG00000172534	HCFC1
ENSG00000153914	SREK1
ENSG00000185567	AHNAK2
ENSG00000070366	SMG6
ENSG00000141027	NCOR1
ENSG00000089022	MAPKAPK5
ENSG00000118058	KMT2A
ENSG00000130830	MPP1
ENSG00000204560	DHX16
ENSG00000186522	SEPT10
ENSG00000167548	KMT2D
ENSG00000213672	NCKIPSD
ENSG00000167978	SRRM2
ENSG00000124942	AHNAK
ENSG00000275023	MLLT6
ENSG00000172375	C2CD2L
ENSG00000171992	SYNPO
ENSG00000107263	RAPGEF1
ENSG00000118922	KLF12
ENSG00000032219	ARID4A
ENSG00000068724	TTC7A
ENSG00000179604	CDC42EP4
ENSG00000166963	MAP1A
ENSG00000162702	ZNF281
ENSG00000132688	NES
ENSG00000151150	ANK3
ENSG00000165795	NDRG2
ENSG00000120733	KDM3B
ENSG00000167978	SRRM2
ENSG00000114857	NKTR
ENSG00000142945	KIF2C
ENSG00000130816	DNMT1
ENSG00000122194	PLG
ENSG00000124535	WRNIP1
ENSG00000051009	FAM160A2
ENSG00000137145	DENND4C
ENSG00000047621	C12orf4
ENSG00000144824	PHLDB2
ENSG00000185340	GAS2L1
ENSG00000159166	LAD1
ENSG00000163166	IWS1
ENSG00000021574	SPAST
ENSG00000006607	FARP2
ENSG00000135597	REPS1
ENSG00000167978	SRRM2
ENSG00000114993	RTKN
ENSG00000163071	SPATA18
ENSG00000116991	SIPA1L2
ENSG00000095637	SORBS1
ENSG00000163930	BAP1
ENSG00000124942	AHNAK
ENSG00000163155	LYSMD1
ENSG00000172167	MTBP
ENSG00000122257	RBBP6
ENSG00000136383	ALPK3
ENSG00000136504	KAT7
ENSG00000138434	SSFA2
ENSG00000055813	CCDC85A
ENSG00000116641	DOCK7
ENSG00000141867	BRD4
ENSG00000203896	LIME1
ENSG00000124831	LRRFIP1
ENSG00000146909	NOM1
ENSG00000124789	NUP153
ENSG00000132793	LPIN3
ENSG00000083544	TDRD3
ENSG00000126777	KTN1
ENSG00000052749	RRP12
ENSG00000114767	RRP9
ENSG00000198729	PPP1R14C
ENSG00000153132	CLGN
ENSG00000157741	UBN2
ENSG00000139926	FRMD6
ENSG00000122566	HNRNPA2B1
ENSG00000147862	NFIB
ENSG00000197822	OCLN
ENSG00000227500	SCAMP4
ENSG00000133641	C12orf29
ENSG00000137802	MAPKBP1
ENSG00000147140	NONO
ENSG00000140682	TGFB1I1
ENSG00000136715	SAP130
ENSG00000140534	TICRR
ENSG00000165891	E2F7
ENSG00000122574	WIPF3
ENSG00000125257	ABCC4
ENSG00000070047	PHRF1
ENSG00000011275	RNF216
ENSG00000135457	TFCP2
ENSG00000106772	PRUNE2
ENSG00000148291	SURF2
ENSG00000196428	TSC22D2
ENSG00000143322	ABL2
ENSG00000143970	ASXL2
ENSG00000116641	DOCK7
ENSG00000141027	NCOR1
ENSG00000169508	GPR183
ENSG00000109118	PHF12
ENSG00000275066	SYNRG
ENSG00000145087	STXBP5L
ENSG00000175073	VCPIP1
ENSG00000170421	KRT8
ENSG00000163527	STT3B
ENSG00000178695	KCTD12
ENSG00000137337	MDC1
ENSG00000139168	ZCRB1
ENSG00000144589	STK11IP
ENSG00000079819	EPB41L2
ENSG00000103657	HERC1
ENSG00000112339	HBS1L
ENSG00000167978	SRRM2
ENSG00000158480	SPATA2
ENSG00000133422	MORC2
ENSG00000057294	PKP2
ENSG00000081277	PKP1
ENSG00000123200	ZC3H13
ENSG00000167526	RPL13
ENSG00000156983	BRPF1
ENSG00000177169	ULK1
ENSG00000204356	NELFE
ENSG00000108592	FTSJ3
ENSG00000182718	ANXA2
ENSG00000167703	SLC43A2
ENSG00000111725	PRKAB1
ENSG00000040341	STAU2
ENSG00000026025	VIM
ENSG00000166128	RAB8B
ENSG00000273841	TAF9
ENSG00000126261	UBA2
ENSG00000113282	CLINT1
ENSG00000165025	SYK
ENSG00000100056	ESS2
ENSG00000128591	FLNC
ENSG00000116641	DOCK7
ENSG00000180096	SEPT1
ENSG00000138771	SHROOM3
ENSG00000029363	BCLAF1
ENSG00000141506	PIK3R5
ENSG00000198771	RCSD1
ENSG00000134058	CDK7
ENSG00000196924	FLNA
ENSG00000144711	IQSEC1
ENSG00000096696	DSP
ENSG00000163714	U2SURP
ENSG00000160188	RSPH1
ENSG00000176058	TPRN
ENSG00000197077	KIAA1671
ENSG00000091732	ZC3HC1
ENSG00000108389	MTMR4
ENSG00000102316	MAGED2
ENSG00000169249	ZRSR2
ENSG00000152767	FARP1
ENSG00000143702	CEP170
ENSG00000169221	TBC1D10B
ENSG00000158417	EIF5B
ENSG00000124104	SNX21
ENSG00000160789	LMNA
ENSG00000104824	HNRNPL
ENSG00000005810	MYCBP2
ENSG00000061987	MON2
ENSG00000136153	LMO7
ENSG00000132383	RPA1
ENSG00000186517	ARHGAP30
ENSG00000112159	MDN1
ENSG00000065000	AP3D1
ENSG00000115053	NCL
ENSG00000169891	REPS2
ENSG00000198081	ZBTB14
ENSG00000162614	NEXN
ENSG00000100084	HIRA
ENSG00000171467	ZNF318
ENSG00000197694	SPTAN1
ENSG00000154305	MIA3
ENSG00000116786	PLEKHM2
ENSG00000148773	MKI67
ENSG00000133226	SRRM1
ENSG00000182481	KPNA2
ENSG00000185989	RASA3
ENSG00000076826	CAMSAP3
ENSG00000137776	SLTM
ENSG00000130723	PRRC2B
ENSG00000182795	C1orf116
ENSG00000086589	RBM22
ENSG00000106617	PRKAG2
ENSG00000138660	AP1AR
ENSG00000167978	SRRM2
ENSG00000170832	USP32
ENSG00000166598	HSP90B1
ENSG00000167978	SRRM2
ENSG00000167674	HDGFL2
ENSG00000118804	STBD1
ENSG00000001497	LAS1L
ENSG00000154767	XPC
ENSG00000116560	SFPQ
ENSG00000112659	CUL9
ENSG00000217128	FNIP1
ENSG00000173905	GOLIM4
ENSG00000130779	CLIP1
ENSG00000137337	MDC1
ENSG00000172977	KAT5
ENSG00000167895	TMC8
ENSG00000146909	NOM1
ENSG00000113580	NR3C1
ENSG00000169047	IRS1
ENSG00000038382	TRIO
ENSG00000143669	LYST
ENSG00000181404	WASHC1
ENSG00000143373	ZNF687
ENSG00000104093	DMXL2
ENSG00000176853	FAM91A1
ENSG00000188783	PRELP
ENSG00000086758	HUWE1
ENSG00000170881	RNF139
ENSG00000086758	HUWE1
ENSG00000118898	PPL
ENSG00000148773	MKI67
ENSG00000172757	CFL1
ENSG00000095951	HIVEP1
ENSG00000170606	HSPA4
ENSG00000168883	USP39
ENSG00000134453	RBM17
ENSG00000248333	CDK11B
ENSG00000189337	KAZN
ENSG00000134186	PRPF38B
ENSG00000166689	PLEKHA7
ENSG00000079246	XRCC5
ENSG00000066739	ATG2B
ENSG00000118058	KMT2A
ENSG00000188559	RALGAPA2
ENSG00000100722	ZC3H14
ENSG00000196924	FLNA
ENSG00000176619	LMNB2
ENSG00000198824	CHAMP1
ENSG00000137752	CASP1
ENSG00000120008	WDR11
ENSG00000151150	ANK3
ENSG00000146842	TMEM209
ENSG00000225830	ERCC6
ENSG00000133422	MORC2
ENSG00000009954	BAZ1B
ENSG00000136280	CCM2
ENSG00000116641	DOCK7
ENSG00000108654	DDX5
ENSG00000077097	TOP2B
ENSG00000171148	TADA3
ENSG00000104067	TJP1
ENSG00000123200	ZC3H13
ENSG00000086065	CHMP5
ENSG00000131016	AKAP12
ENSG00000137337	MDC1
ENSG00000163166	IWS1
ENSG00000084676	NCOA1
ENSG00000104320	NBN
ENSG00000141985	SH3GL1
ENSG00000089177	KIF16B
ENSG00000105722	ERF
ENSG00000149503	INCENP
ENSG00000163535	SGO2
ENSG00000213593	TMX2
ENSG00000165757	JCAD
ENSG00000120458	MSANTD2
ENSG00000091039	OSBPL8
ENSG00000153317	ASAP1
ENSG00000164151	ICE1
ENSG00000188906	LRRK2
ENSG00000187808	SOWAHD
ENSG00000125731	SH2D3A
ENSG00000198000	NOL8
ENSG00000151208	DLG5
ENSG00000124942	AHNAK
ENSG00000114857	NKTR
ENSG00000055044	NOP58
ENSG00000168488	ATXN2L
ENSG00000197958	RPL12
ENSG00000114867	EIF4G1
ENSG00000133226	SRRM1
ENSG00000197971	MBP
ENSG00000163071	SPATA18
ENSG00000259956	RBM15B
ENSG00000099875	MKNK2
ENSG00000106772	PRUNE2
ENSG00000102054	RBBP7
ENSG00000167978	SRRM2
ENSG00000197965	MPZL1
ENSG00000149115	TNKS1BP1
ENSG00000167548	KMT2D
ENSG00000125755	SYMPK
ENSG00000189184	PCDH18
ENSG00000110400	NECTIN1
ENSG00000123200	ZC3H13
ENSG00000067900	ROCK1
ENSG00000107957	SH3PXD2A
ENSG00000056558	TRAF1
ENSG00000011405	PIK3C2A
ENSG00000084112	SSH1
ENSG00000064042	LIMCH1
ENSG00000164924	YWHAZ
ENSG00000151239	TWF1
ENSG00000116141	MARK1
ENSG00000127603	MACF1
ENSG00000139726	DENR
ENSG00000131196	NFATC1
ENSG00000130713	EXOSC2
ENSG00000095637	SORBS1
ENSG00000127481	UBR4
ENSG00000115524	SF3B1
ENSG00000141027	NCOR1
ENSG00000120539	MASTL
ENSG00000139687	RB1
ENSG00000105289	TJP3
ENSG00000065883	CDK13
ENSG00000166689	PLEKHA7
ENSG00000115875	SRSF7
ENSG00000241839	PLEKHO2
ENSG00000131473	ACLY
ENSG00000137727	ARHGAP20
ENSG00000086015	MAST2
ENSG00000149929	HIRIP3
ENSG00000100285	NEFH
ENSG00000135720	DYNC1LI2
ENSG00000127947	PTPN12
ENSG00000136068	FLNB
ENSG00000198912	C1orf174
ENSG00000143322	ABL2
ENSG00000167978	SRRM2
ENSG00000149929	HIRIP3
ENSG00000083642	PDS5B
ENSG00000124942	AHNAK
ENSG00000257923	CUX1
ENSG00000204435	CSNK2B
ENSG00000163171	CDC42EP3
ENSG00000111834	RSPH4A
ENSG00000197321	SVIL
ENSG00000185567	AHNAK2
ENSG00000167978	SRRM2
ENSG00000130956	HABP4
ENSG00000138347	MYPN
ENSG00000107186	MPDZ
ENSG00000186184	POLR1D
ENSG00000067369	TP53BP1
ENSG00000112739	PRPF4B
ENSG00000187098	MITF
ENSG00000147130	ZMYM3
ENSG00000196924	FLNA
ENSG00000135736	CCDC102A
ENSG00000185504	FAAP100
ENSG00000105122	RASAL3
ENSG00000153317	ASAP1
ENSG00000168502	MTCL1
ENSG00000196199	MPHOSPH8
ENSG00000124067	SLC12A4
ENSG00000101605	MYOM1
ENSG00000167978	SRRM2
ENSG00000122547	EEPD1
ENSG00000204227	RING1
ENSG00000143442	POGZ
ENSG00000180370	PAK2
ENSG00000183853	KIRREL1
ENSG00000110841	PPFIBP1
ENSG00000073350	LLGL2
ENSG00000135837	CEP350
ENSG00000167978	SRRM2
ENSG00000150527	CTAGE5
ENSG00000133026	MYH10
ENSG00000054118	THRAP3
ENSG00000121741	ZMYM2
ENSG00000153113	CAST
ENSG00000008294	SPAG9
ENSG00000156599	ZDHHC5
ENSG00000155307	SAMSN1
ENSG00000125458	NT5C
ENSG00000116871	MAP7D1
ENSG00000115421	PAPOLG
ENSG00000132549	VPS13B
ENSG00000113448	PDE4D
ENSG00000089639	GMIP
ENSG00000163714	U2SURP
ENSG00000136854	STXBP1
ENSG00000065613	SLK
ENSG00000088930	XRN2
ENSG00000118785	SPP1
ENSG00000187147	RNF220
ENSG00000162522	KIAA1522
ENSG00000134744	ZCCHC11
ENSG00000163714	U2SURP
ENSG00000129667	RHBDF2
ENSG00000117114	ADGRL2
ENSG00000263465	SRSF8
ENSG00000131725	WDR44
ENSG00000183840	GPR39
ENSG00000065243	PKN2
ENSG00000139970	RTN1
ENSG00000173327	MAP3K11
ENSG00000079308	TNS1
ENSG00000162302	RPS6KA4
ENSG00000162616	DNAJB4
ENSG00000112972	HMGCS1
ENSG00000168502	MTCL1
ENSG00000167978	SRRM2
ENSG00000126822	PLEKHG3
ENSG00000165929	TC2N
ENSG00000151876	FBXO4
ENSG00000124789	NUP153
ENSG00000164944	VIRMA
ENSG00000069020	MAST4
ENSG00000179841	AKAP5
ENSG00000099331	MYO9B
ENSG00000003756	RBM5
ENSG00000180357	ZNF609
ENSG00000163071	SPATA18
ENSG00000198000	NOL8
ENSG00000198825	INPP5F
ENSG00000139505	MTMR6
ENSG00000133226	SRRM1
ENSG00000099260	PALMD
ENSG00000100345	MYH9
ENSG00000122566	HNRNPA2B1
ENSG00000169469	SPRR1B
ENSG00000151208	DLG5
ENSG00000180921	FAM83H
ENSG00000122966	CIT
ENSG00000119650	IFT43
ENSG00000159166	LAD1
ENSG00000275066	SYNRG
ENSG00000120549	KIAA1217
ENSG00000197077	KIAA1671
ENSG00000189195	BTBD8
ENSG00000104946	TBC1D17
ENSG00000169047	IRS1
ENSG00000161904	LEMD2
ENSG00000197535	MYO5A
ENSG00000025796	SEC63
ENSG00000023516	AKAP11
ENSG00000140153	WDR20
ENSG00000140632	GLYR1
ENSG00000032219	ARID4A
ENSG00000164164	OTUD4
ENSG00000081479	LRP2
ENSG00000067066	SP100
ENSG00000129667	RHBDF2
ENSG00000129474	AJUBA
ENSG00000184164	CRELD2
ENSG00000108846	ABCC3
ENSG00000048991	R3HDM1
ENSG00000158195	WASF2
ENSG00000005339	CREBBP
ENSG00000112624	BICRAL
ENSG00000143614	GATAD2B
ENSG00000096696	DSP
ENSG00000186174	BCL9L
ENSG00000181827	RFX7
ENSG00000125651	GTF2F1
ENSG00000123240	OPTN
ENSG00000006607	FARP2
ENSG00000094975	SUCO
ENSG00000197471	SPN
ENSG00000152193	RNF219
ENSG00000197471	SPN
ENSG00000127603	MACF1
ENSG00000076826	CAMSAP3
ENSG00000100888	CHD8
ENSG00000172403	SYNPO2
ENSG00000138640	FAM13A
ENSG00000141699	RETREG3
ENSG00000143624	INTS3
ENSG00000263465	SRSF8
ENSG00000132466	ANKRD17
ENSG00000163344	PMVK
ENSG00000196507	TCEAL3
ENSG00000133226	SRRM1
ENSG00000105321	CCDC9
ENSG00000125352	RNF113A
ENSG00000099381	SETD1A
ENSG00000079691	CARMIL1
ENSG00000136141	LRCH1
ENSG00000178033	CALHM5
ENSG00000091732	ZC3HC1
ENSG00000181555	SETD2
ENSG00000177463	NR2C2
ENSG00000167258	CDK12
ENSG00000069275	NUCKS1
ENSG00000139970	RTN1
ENSG00000158321	AUTS2
ENSG00000085224	ATRX
ENSG00000148773	MKI67
ENSG00000038219	BOD1L1
ENSG00000133226	SRRM1
ENSG00000188529	SRSF10
ENSG00000171564	FGB
ENSG00000116871	MAP7D1
ENSG00000067369	TP53BP1
ENSG00000197077	KIAA1671
ENSG00000146463	ZMYM4
ENSG00000080200	CRYBG3
ENSG00000163939	PBRM1
ENSG00000103051	COG4
ENSG00000175866	BAIAP2
ENSG00000118804	STBD1
ENSG00000134046	MBD2
ENSG00000090889	KIF4A
ENSG00000149929	HIRIP3
ENSG00000124942	AHNAK
ENSG00000213015	ZNF580
ENSG00000178209	PLEC
ENSG00000105401	CDC37
ENSG00000103404	USP31
ENSG00000011451	WIZ
ENSG00000164741	DLC1
ENSG00000141456	PELP1
ENSG00000167548	KMT2D
ENSG00000163104	SMARCAD1
ENSG00000105137	SYDE1
ENSG00000101150	TPD52L2
ENSG00000137076	TLN1
ENSG00000064787	BCAS1
ENSG00000101191	DIDO1
ENSG00000126461	SCAF1
ENSG00000167978	SRRM2
ENSG00000123064	DDX54
ENSG00000159069	FBXW5
ENSG00000153046	CDYL
ENSG00000151474	FRMD4A
ENSG00000184897	H1FX
ENSG00000167978	SRRM2
ENSG00000150753	CCT5
ENSG00000130816	DNMT1
ENSG00000162543	UBXN10
ENSG00000137145	DENND4C
ENSG00000094916	CBX5
ENSG00000145362	ANK2
ENSG00000107099	DOCK8
ENSG00000111110	PPM1H
ENSG00000155926	SLA
ENSG00000277586	NEFL
ENSG00000170234	PWWP2A
ENSG00000170390	DCLK2
ENSG00000184863	RBM33
ENSG00000160049	DFFA
ENSG00000100813	ACIN1
ENSG00000100354	TNRC6B
ENSG00000125676	THOC2
ENSG00000065060	UHRF1BP1
ENSG00000107021	TBC1D13
ENSG00000171824	EXOSC10
ENSG00000135842	FAM129A
ENSG00000138434	SSFA2
ENSG00000126934	MAP2K2
ENSG00000110841	PPFIBP1
ENSG00000185739	SRL
ENSG00000129691	ASH2L
ENSG00000133858	ZFC3H1
ENSG00000172977	KAT5
ENSG00000164022	AIMP1
ENSG00000198561	CTNND1
ENSG00000115183	TANC1
ENSG00000149781	FERMT3
ENSG00000095951	HIVEP1
ENSG00000196924	FLNA
ENSG00000151490	PTPRO
ENSG00000092054	MYH7
ENSG00000198408	MGEA5
ENSG00000085840	ORC1
ENSG00000186566	GPATCH8
ENSG00000126804	ZBTB1
ENSG00000227345	PARG
ENSG00000162104	ADCY9
ENSG00000005844	ITGAL
ENSG00000110046	ATG2A
ENSG00000164190	NIPBL
ENSG00000033867	SLC4A7
ENSG00000160710	ADAR
ENSG00000171320	ESCO2
ENSG00000138434	SSFA2
ENSG00000184702	SEPT5
ENSG00000031081	ARHGAP31
ENSG00000019144	PHLDB1
ENSG00000109689	STIM2
ENSG00000088325	TPX2
ENSG00000177613	CSTF2T
ENSG00000152661	GJA1
ENSG00000116497	S100PBP
ENSG00000072364	AFF4
ENSG00000095951	HIVEP1
ENSG00000124160	NCOA5
ENSG00000162227	TAF6L
ENSG00000126934	MAP2K2
ENSG00000160949	TONSL
ENSG00000163877	SNIP1
ENSG00000113889	KNG1
ENSG00000108091	CCDC6
ENSG00000008277	ADAM22
ENSG00000197976	AKAP17A
ENSG00000060709	RIMBP2
ENSG00000125755	SYMPK
ENSG00000137747	TMPRSS13
ENSG00000130177	CDC16
ENSG00000114354	TFG
ENSG00000112511	PHF1
ENSG00000185133	INPP5J
ENSG00000109501	WFS1
ENSG00000140750	ARHGAP17
ENSG00000111057	KRT18
ENSG00000136560	TANK
ENSG00000196872	KIAA1211L
ENSG00000146858	ZC3HAV1L
ENSG00000159259	CHAF1B
ENSG00000085224	ATRX
ENSG00000129680	MAP7D3
ENSG00000106443	PHF14
ENSG00000104218	CSPP1
ENSG00000166689	PLEKHA7
ENSG00000146830	GIGYF1
ENSG00000196526	AFAP1
ENSG00000165684	SNAPC4
ENSG00000186001	LRCH3
ENSG00000182534	MXRA7
ENSG00000185404	SP140L
ENSG00000141101	NOB1
ENSG00000102241	HTATSF1
ENSG00000186063	AIDA
ENSG00000105011	ASF1B
ENSG00000110723	EXPH5
ENSG00000133226	SRRM1
ENSG00000196498	NCOR2
ENSG00000149428	HYOU1
ENSG00000161217	PCYT1A
ENSG00000167978	SRRM2
ENSG00000047849	MAP4
ENSG00000137770	CTDSPL2
ENSG00000130703	OSBPL2
ENSG00000101882	NKAP
ENSG00000109756	RAPGEF2
ENSG00000095637	SORBS1
ENSG00000167978	SRRM2
ENSG00000166439	RNF169
ENSG00000035403	VCL
ENSG00000100345	MYH9
ENSG00000126787	DLGAP5
ENSG00000110934	BIN2
ENSG00000102241	HTATSF1
ENSG00000155506	LARP1
ENSG00000134453	RBM17
ENSG00000227345	PARG
ENSG00000188529	SRSF10
ENSG00000167978	SRRM2
ENSG00000146834	MEPCE
ENSG00000206053	JPT2
ENSG00000173992	CCS
ENSG00000185561	TLCD2
ENSG00000111276	CDKN1B
ENSG00000164190	NIPBL
ENSG00000159082	SYNJ1
ENSG00000132383	RPA1
ENSG00000029363	BCLAF1
ENSG00000143653	SCCPDH
ENSG00000123200	ZC3H13
ENSG00000153132	CLGN
ENSG00000067369	TP53BP1
ENSG00000088280	ASAP3
ENSG00000076513	ANKRD13A
ENSG00000103056	SMPD3
ENSG00000142675	CNKSR1
ENSG00000148572	NRBF2
ENSG00000120885	CLU
ENSG00000185024	BRF1
ENSG00000085733	CTTN
ENSG00000183576	SETD3
ENSG00000196535	MYO18A
ENSG00000145012	LPP
ENSG00000140718	FTO
ENSG00000108443	RPS6KB1
ENSG00000136699	SMPD4
ENSG00000167978	SRRM2
ENSG00000134333	LDHA
ENSG00000142230	SAE1
ENSG00000112137	PHACTR1
ENSG00000100629	CEP128
ENSG00000159216	RUNX1
ENSG00000166963	MAP1A
ENSG00000065978	YBX1
ENSG00000138398	PPIG
ENSG00000124789	NUP153
ENSG00000141101	NOB1
ENSG00000169926	KLF13
ENSG00000159055	MIS18A
ENSG00000148396	SEC16A
ENSG00000101782	RIOK3
ENSG00000083307	GRHL2
ENSG00000099937	SERPIND1
ENSG00000127483	HP1BP3
ENSG00000100813	ACIN1
ENSG00000116117	PARD3B
ENSG00000165757	JCAD
ENSG00000169047	IRS1
ENSG00000184677	ZBTB40
ENSG00000092964	DPYSL2
ENSG00000140153	WDR20
ENSG00000115355	CCDC88A
ENSG00000100226	GTPBP1
ENSG00000143924	EML4
ENSG00000244486	SCARF2
ENSG00000143702	CEP170
ENSG00000178209	PLEC
ENSG00000198752	CDC42BPB
ENSG00000176444	CLK2
ENSG00000163714	U2SURP
ENSG00000122367	LDB3
ENSG00000131747	TOP2A
ENSG00000198824	CHAMP1
ENSG00000086544	ITPKC
ENSG00000140326	CDAN1
ENSG00000164061	BSN
ENSG00000170004	CHD3
ENSG00000137076	TLN1
ENSG00000036549	AC118549.1
ENSG00000132122	SPATA6
ENSG00000141933	TPGS1
ENSG00000095139	ARCN1
ENSG00000136802	LRRC8A
